id,Loan Amount,Term,State,Annual Income,Income Verification Status,Average Account Balance,Due Amount,Home Ownership,Loan Purpose,Due Settlement,Installment Amount,Payment Plan,Approve Loan
338,2800.0, 36 months,NJ,50400.0,Not Verified,2310.0,86.45,RENT,debt_consolidation,Y,86.45,n,1
466,8050.0, 36 months,MI,40000.0,Not Verified,3613.0,290.99,RENT,credit_card,N,290.99,n,0
1019,1200.0, 36 months,TN,,Not Verified,19206.0,1091.29,MORTGAGE,car,N,37.6,n,1
363,10000.0, 36 months,AL,59244.0,Partially Verified,19809.0,311.02,MORTGAGE,debt_consolidation,N,311.02,n,1
1776,12000.0, 60 months,NY,45000.0,Verified,,378.65,OWN,credit_card,Y,378.65,n,0
2400,7000.0, 36 months,CA,61287.6,Not Verified,3840.0,201.16,RENT,major_purchase,Y,230.47,n,1
1344,20000.0, 36 months,VA,83000.0,Partially Verified,13475.0,3697.89,MORTGAGE,debt_consolidation,N,659.43,n,1
1360,16800.0, 36 months,OK,73000.0,Verified,2151.0,6681.37,MORTGAGE,debt_consolidation,N,659.03,n,0
2083,28000.0, 36 months,WA,130000.0,Partially Verified,3568.0,870.85,RENT,credit_card,N,870.85,n,1
1094,10000.0,,AZ,60000.0,Verified,8109.0,324.98,RENT,debt_consolidation,N,324.98,n,1
2110,23000.0, 36 months,CA,50000.0,Partially Verified,2494.0,854.65,RENT,debt_consolidation,Y,854.65,n,0
1524,18400.0, 36 months,IL,50000.0,Not Verified,2872.0,929.11,RENT,credit_card,N,674.38,n,0
1034,12000.0, 36 months,CA,100000.0,Partially Verified,35391.0,445.91,MORTGAGE,debt_consolidation,Y,445.91,n,0
685,7200.0, 36 months,TX,102000.0,Not Verified,6943.0,237.23,RENT,debt_consolidation,N,237.23,n,1
1420,3625.0, 36 months,PA,9096.0,Verified,,119.0,RENT,credit_card,Y,134.7,n,0
1529,8500.0, 36 months,AZ,69000.0,Partially Verified,16408.0,333.44,MORTGAGE,debt_consolidation,Y,333.44,n,0
819,, 36 months,MN,100000.0,Partially Verified,38351.0,15192.4,MORTGAGE,debt_consolidation,N,939.96,n,1
83,2200.0, 36 months,CA,74000.0,Verified,3387.0,100.0,RENT,other,N,81.75,n,0
1880,29900.0, 36 months,NC,48000.0,Verified,17522.0,985.85,MORTGAGE,credit_card,N,985.85,n,1
1311,12000.0, 60 months,CA,145000.0,Not Verified,43205.0,9304.09,MORTGAGE,debt_consolidation,N,298.17,n,0
1088,5000.0, 36 months,CA,42000.0,Not Verified,28001.0,157.24,MORTGAGE,debt_consolidation,Y,157.24,n,1
1765,35000.0, 36 months,NY,200000.0,Partially Verified,4828.0,1088.56,RENT,credit_card,N,1088.56,n,1
1439,17100.0, 60 months,OK,45000.0,Verified,3908.0,563.0,RENT,debt_consolidation,Y,562.63,n,0
2507,15000.0, 60 months,CT,40000.0,Not Verified,1385.0,451.25,RENT,debt_consolidation,N,451.25,n,0
919,21950.0, 36 months,NY,145600.0,Partially Verified,29366.0,100.0,MORTGAGE,home_improvement,Y,815.63,n,0
1440,22500.0, 60 months,CA,50000.0,Verified,2963.0,630.93,RENT,debt_consolidation,Y,,n,0
2066,15000.0, 36 months,CA,50000.0,Partially Verified,9886.0,4637.58,MORTGAGE,debt_consolidation,,542.22,n,0
2267,11000.0, 60 months,NJ,25000.0,Verified,2456.0,285.29,RENT,other,N,285.29,n,0
1870,24000.0,,MN,83000.0,Verified,4066.0,757.29,RENT,credit_card,N,757.29,n,0
205,15700.0, 36 months,CA,60000.0,Verified,1269.0,15549.44,MORTGAGE,debt_consolidation,N,634.58,n,0
328,10000.0, 36 months,FL,42000.0,Not Verified,2823.0,329.24,OWN,debt_consolidation,N,329.24,n,1
808,35000.0, 36 months,NJ,300000.0,Verified,14973.0,200.0,RENT,credit_card,Y,1152.34,n,1
1510,16000.0, 36 months,MI,120000.0,Not Verified,,4533.32,OWN,other,N,519.97,n,1
1196,40000.0, 36 months,TX,200000.0,Partially Verified,17951.0,31043.2,MORTGAGE,debt_consolidation,N,1244.07,n,1
1057,10000.0, 36 months,AR,12000.0,Verified,854.0,141.0,MORTGAGE,debt_consolidation,Y,366.51,n,0
1914,35000.0, 36 months,NY,74000.0,Verified,4366.0,1247.68,RENT,debt_consolidation,Y,1247.68,n,0
528,24400.0, 36 months,NC,24000.0,Verified,2484.0,906.67,RENT,debt_consolidation,Y,906.67,n,0
1281,22875.0, 36 months,FL,52000.0,Verified,4335.0,815.45,RENT,debt_consolidation,Y,815.45,n,0
656,18000.0, 60 months,CA,70000.0,Verified,6079.0,14913.12,OWN,other,N,466.84,n,0
2389,4500.0, 36 months,TX,60000.0,Not Verified,3825.0,146.24,OWN,debt_consolidation,Y,146.24,n,1
1442,11000.0, 36 months,CA,34500.0,Verified,4054.0,440.22,RENT,credit_card,Y,440.22,n,0
2433,23475.0,,AZ,115000.0,Verified,14560.0,50.0,OWN,debt_consolidation,Y,836.84,n,0
858,8000.0, 36 months,CA,50000.0,Not Verified,1273.0,259.99,RENT,medical,N,259.99,n,1
1752,, 36 months,CA,205000.0,Partially Verified,2539.0,345.7,RENT,credit_card,N,329.24,n,1
2356,20000.0, 36 months,KS,67500.0,Verified,10103.0,658.95,MORTGAGE,debt_consolidation,Y,658.95,n,1
2243,10000.0, 36 months,TX,60000.0,Verified,2469.0,,RENT,debt_consolidation,Y,329.24,,1
844,20000.0, 36 months,MI,46895.0,Partially Verified,48231.0,15871.85,MORTGAGE,credit_card,,658.48,n,1
833,8000.0, 36 months,MD,119000.0,Partially Verified,3714.0,263.58,OWN,other,,263.58,n,1
879,10000.0, 36 months,MA,97640.0,Verified,8621.0,429.13,MORTGAGE,debt_consolidation,Y,429.13,n,0
1861,15000.0, 36 months,NY,65000.0,Verified,4218.0,493.86,RENT,debt_consolidation,Y,493.86,n,1
213,10000.0, 36 months,FL,60000.0,Partially Verified,4110.0,427.21,OWN,moving,Y,427.21,n,0
2248,32300.0, 36 months,TX,85000.0,Verified,15013.0,19933.18,MORTGAGE,debt_consolidation,N,1225.05,n,0
131,6000.0, 36 months,CA,50000.0,Not Verified,4890.0,4488.89,RENT,credit_card,N,185.24,n,1
439,25000.0, 60 months,DE,60000.0,Not Verified,3463.0,621.18,OWN,credit_card,N,621.18,n,0
2544,6400.0, 36 months,NJ,264000.0,Partially Verified,39736.0,197.59,MORTGAGE,home_improvement,N,197.59,n,1
476,10000.0, 36 months,NY,80080.0,Not Verified,1516.0,9911.6,RENT,debt_consolidation,,324.98,n,1
1419,2200.0, 36 months,LA,72000.0,Verified,249.0,80.64,OWN,home_improvement,N,80.64,n,0
904,35000.0, 36 months,MD,100000.0,Partially Verified,33523.0,1247.68,MORTGAGE,debt_consolidation,Y,1247.68,n,0
853,15000.0, 36 months,CT,54000.0,Not Verified,1053.0,7005.38,RENT,debt_consolidation,N,494.57,n,1
448,15000.0, 36 months,MO,81000.0,Not Verified,5915.0,471.71,MORTGAGE,debt_consolidation,N,471.71,n,1
2358,1000.0, 36 months,OH,68000.0,Partially Verified,4016.0,32.93,RENT,other,N,32.93,n,1
129,6000.0, 36 months,CA,51000.0,Verified,3311.0,3436.98,OWN,debt_consolidation,N,194.99,n,1
2069,16000.0, 36 months,TX,105000.0,Partially Verified,,14999.47,ANY,credit_card,N,503.16,n,1
103,15000.0, 60 months,KY,60000.0,Not Verified,31863.0,50.0,MORTGAGE,debt_consolidation,Y,329.07,n,1
1084,15000.0, 36 months,NV,35000.0,Not Verified,2940.0,7785.96,MORTGAGE,debt_consolidation,N,542.22,n,0
784,12000.0, 36 months,NC,50600.0,Verified,4896.0,439.82,RENT,debt_consolidation,,439.82,n,0
1102,14000.0, 60 months,NJ,90204.0,Not Verified,20887.0,300.85,MORTGAGE,debt_consolidation,N,300.85,n,1
1415,12000.0, 36 months,TX,125000.0,Partially Verified,14465.0,395.66,MORTGAGE,debt_consolidation,Y,395.66,n,1
165,15450.0, 36 months,FL,145000.0,Partially Verified,112047.0,618.31,MORTGAGE,other,N,618.31,n,0
2189,, 36 months,NJ,100000.0,Partially Verified,26781.0,989.42,MORTGAGE,debt_consolidation,Y,324.4,n,0
1260,7200.0, 36 months,WA,70000.0,Partially Verified,3940.0,237.4,RENT,debt_consolidation,N,237.4,n,1
907,16000.0, 36 months,NY,42000.0,Not Verified,328.0,50.0,RENT,debt_consolidation,Y,527.55,n,1
1907,, 60 months,MI,73000.0,Not Verified,2636.0,,MORTGAGE,debt_consolidation,Y,351.81,n,1
349,10000.0, 36 months,UT,40000.0,Not Verified,4381.0,10036.62,OWN,debt_consolidation,N,314.48,n,1
2467,11000.0, 36 months,ID,96000.0,Not Verified,25901.0,345.92,RENT,debt_consolidation,Y,345.92,n,1
371,9000.0, 36 months,LA,50000.0,Not Verified,2666.0,280.0,RENT,credit_card,Y,296.75,n,1
2420,5000.0, 36 months,FL,40000.0,Partially Verified,4250.0,50.0,MORTGAGE,car,Y,164.86,n,1
1766,20000.0, 36 months,CA,72000.0,Verified,2741.0,722.95,RENT,debt_consolidation,Y,722.95,n,0
1276,7000.0, 36 months,FL,60320.0,Not Verified,2535.0,256.56,OWN,other,Y,256.56,n,0
507,8400.0, 36 months,PA,63500.0,Partially Verified,2122.0,2797.67,OWN,debt_consolidation,N,261.26,n,1
1335,1500.0, 36 months,TX,,Not Verified,1944.0,49.43,OWN,home_improvement,,49.43,n,1
2067,5000.0, 36 months,AL,52000.0,Partially Verified,3223.0,164.86,,debt_consolidation,Y,164.86,n,1
395,3000.0, 36 months,MD,100000.0,Partially Verified,46314.0,3035.89,MORTGAGE,other,N,98.78,n,1
625,18400.0, 36 months,NJ,130000.0,Partially Verified,1308.0,230.17,MORTGAGE,debt_consolidation,Y,606.24,,1
695,13000.0, 36 months,NY,65000.0,Partially Verified,3108.0,428.32,OWN,debt_consolidation,Y,428.32,n,1
947,10000.0, 36 months,PA,56000.0,Not Verified,4047.0,329.24,RENT,other,Y,329.24,n,1
1382,14000.0, 36 months,AZ,75000.0,Not Verified,10135.0,454.97,MORTGAGE,debt_consolidation,N,454.97,n,1
2088,10075.0, 36 months,WI,30000.0,Partially Verified,3574.0,374.38,,debt_consolidation,Y,374.38,n,0
1383,24000.0, 36 months,AZ,60000.0,Partially Verified,4616.0,867.54,,home_improvement,N,867.54,n,0
2483,15000.0, 36 months,PA,95000.0,Partially Verified,10940.0,542.22,RENT,debt_consolidation,Y,542.22,n,0
2201,5000.0, 36 months,NM,65800.0,Not Verified,39195.0,830.0,MORTGAGE,debt_consolidation,Y,154.37,n,1
846,6000.0, 36 months,IL,30000.0,Not Verified,,188.69,MORTGAGE,credit_card,N,188.69,,1
783,5000.0, 36 months,NJ,71000.0,,22260.0,154.94,RENT,debt_consolidation,N,154.94,n,1
1401,28000.0, 60 months,VA,85000.0,Partially Verified,6996.0,897.15,RENT,debt_consolidation,Y,897.15,n,0
645,10950.0, 60 months,PA,,Verified,1178.0,345.51,OWN,debt_consolidation,Y,345.51,n,0
2381,6000.0, 36 months,AZ,19000.0,Verified,3592.0,213.89,RENT,debt_consolidation,Y,213.89,n,0
1850,4800.0, 36 months,NY,56000.0,Partially Verified,6583.0,150.4,MORTGAGE,debt_consolidation,Y,150.4,n,1
2514,15000.0, 36 months,TX,170000.0,Not Verified,43853.0,463.09,MORTGAGE,home_improvement,N,463.09,n,1
771,14000.0, 60 months,CA,40000.0,,35673.0,392.58,RENT,debt_consolidation,Y,392.58,n,0
2304,15000.0, 36 months,CA,75000.0,Partially Verified,4917.0,322.0,MORTGAGE,home_improvement,Y,494.57,n,1
51,30000.0, 36 months,SD,65000.0,Partially Verified,21657.0,,MORTGAGE,credit_card,N,943.42,n,1
2244,11800.0, 36 months,OH,29500.0,Partially Verified,3872.0,0.0,RENT,other,Y,467.55,n,0
493,20000.0, 36 months,TN,85000.0,Verified,3022.0,50.0,RENT,home_improvement,Y,649.96,n,1
601,1800.0, 36 months,MD,80736.0,Verified,2730.0,70.61,RENT,medical,Y,70.61,n,0
2506,2000.0, 36 months,FL,62500.0,Not Verified,13479.0,62.9,RENT,other,N,62.9,n,1
2550,40000.0, 60 months,NY,226000.0,Verified,21418.0,815.66,MORTGAGE,debt_consolidation,N,815.66,n,1
1375,21000.0, 60 months,IL,150000.0,Partially Verified,14060.0,461.74,RENT,debt_consolidation,N,461.74,n,1
1121,10000.0, 36 months,LA,26000.0,Verified,2933.0,404.19,RENT,credit_card,Y,404.19,n,0
2337,27250.0, 36 months,NY,168000.0,Verified,34674.0,985.02,MORTGAGE,home_improvement,Y,985.02,n,0
993,20250.0, 60 months,CA,55000.0,Verified,,666.27,RENT,debt_consolidation,Y,666.27,n,0
1035,17200.0,,HI,39126.0,Verified,1835.0,567.11,RENT,car,N,567.11,,1
238,18400.0, 60 months,CA,122000.0,Partially Verified,9533.0,404.58,MORTGAGE,credit_card,N,404.58,n,1
97,18000.0, 36 months,CA,156000.0,Not Verified,7465.0,17667.65,MORTGAGE,medical,N,555.71,n,1
779,7200.0, 36 months,ID,35000.0,Not Verified,3200.0,133.0,OWN,debt_consolidation,Y,237.06,n,1
111,10000.0, 36 months,NJ,150000.0,Not Verified,15530.0,308.73,MORTGAGE,debt_consolidation,N,308.73,n,1
1220,13400.0, 36 months,TX,80000.0,Partially Verified,1805.0,50.0,RENT,debt_consolidation,Y,559.28,n,0
1636,8500.0, 36 months,TX,100000.0,Not Verified,11939.0,2932.12,MORTGAGE,home_improvement,N,280.06,n,1
183,8400.0, 36 months,SC,76000.0,Not Verified,37558.0,4636.39,MORTGAGE,debt_consolidation,N,276.56,n,1
2412,15000.0, 36 months,FL,39420.0,Not Verified,1348.0,10.0,MORTGAGE,debt_consolidation,Y,549.77,n,0
613,12000.0, 36 months,NC,40000.0,Verified,9536.0,427.78,MORTGAGE,credit_card,Y,427.78,n,0
1814,16000.0, 60 months,CA,54000.0,Verified,3541.0,504.86,MORTGAGE,debt_consolidation,Y,504.86,,0
1932,12000.0, 36 months,NY,78500.0,Verified,1502.0,9959.83,RENT,credit_card,N,375.99,n,1
1557,10800.0, 36 months,CA,46228.0,Not Verified,,395.84,RENT,debt_consolidation,Y,395.84,n,0
2482,5200.0, 36 months,GA,60000.0,Partially Verified,5166.0,200.59,RENT,other,N,200.59,n,0
2034,26600.0, 36 months,IL,34000.0,Verified,5655.0,1026.08,RENT,debt_consolidation,N,1026.08,n,0
81,14000.0, 60 months,AL,55000.0,Not Verified,10447.0,363.1,MORTGAGE,debt_consolidation,Y,363.1,n,0
484,4000.0, 36 months,MT,55000.0,Not Verified,15336.0,125.79,OWN,medical,,125.79,n,1
397,3200.0, 36 months,GA,58500.0,Not Verified,,100.27,RENT,debt_consolidation,,100.27,n,1
1291,5000.0, 36 months,CT,50000.0,Partially Verified,1147.0,180.74,RENT,credit_card,N,180.74,n,0
1613,30000.0, 60 months,TX,100000.0,Verified,9533.0,745.42,MORTGAGE,debt_consolidation,N,745.42,n,0
1410,36000.0, 36 months,MD,200000.0,Verified,40261.0,9886.81,MORTGAGE,debt_consolidation,N,1127.95,n,1
2393,35000.0, 36 months,MT,78300.0,Verified,17017.0,30264.12,MORTGAGE,debt_consolidation,N,1154.0,n,1
2249,15000.0, 36 months,CA,90000.0,Not Verified,42785.0,463.09,MORTGAGE,credit_card,Y,463.09,n,1
1156,20000.0, 60 months,MN,50000.0,Partially Verified,2752.0,631.07,MORTGAGE,debt_consolidation,Y,631.07,n,0
2203,24000.0, 60 months,MI,59000.0,Verified,14629.0,655.92,MORTGAGE,debt_consolidation,N,655.92,n,0
1902,13625.0, 60 months,NC,31000.0,Partially Verified,2706.0,436.56,RENT,debt_consolidation,Y,436.56,n,0
1364,, 36 months,MI,42500.0,Verified,4094.0,230.77,OWN,debt_consolidation,Y,549.19,n,0
38,20000.0, 36 months,NC,105000.0,Not Verified,9036.0,445.88,,credit_card,Y,622.04,n,1
2361,10000.0, 36 months,FL,27000.0,Verified,2181.0,50.0,RENT,other,Y,366.51,n,0
1768,12800.0, 36 months,IL,100000.0,Partially Verified,12100.0,4724.0,MORTGAGE,debt_consolidation,N,385.47,n,1
571,30000.0, 36 months,GA,59000.0,Verified,6066.0,1069.44,RENT,debt_consolidation,N,1069.44,n,0
2565,15625.0, 60 months,ID,34000.0,Partially Verified,2256.0,493.03,RENT,debt_consolidation,Y,493.03,n,0
2256,18000.0, 60 months,CA,65000.0,Not Verified,38589.0,50.0,MORTGAGE,home_improvement,Y,491.94,n,0
2545,15000.0, 36 months,OR,30000.0,Partially Verified,2030.0,542.22,RENT,credit_card,N,,n,0
1318,6000.0, 36 months,NV,46000.0,Partially Verified,62251.0,3696.54,MORTGAGE,debt_consolidation,N,186.61,n,1
261,8000.0, 36 months,FL,50000.0,Partially Verified,27574.0,3139.91,OWN,credit_card,N,251.58,n,1
1290,30000.0, 60 months,TN,72000.0,Verified,1855.0,862.87,MORTGAGE,debt_consolidation,Y,862.87,n,0
1837,10000.0, 36 months,IL,38000.0,Verified,21595.0,5002.87,MORTGAGE,credit_card,N,329.72,n,1
514,8275.0, 36 months,NY,45000.0,Not Verified,667.0,6735.71,RENT,other,N,299.12,n,0
1534,5000.0, 36 months,WA,59000.0,Partially Verified,26398.0,3559.07,OWN,major_purchase,N,164.74,n,1
2310,10000.0, 36 months,SC,35000.0,Partially Verified,13332.0,2875.62,MORTGAGE,debt_consolidation,N,329.72,n,1
599,12000.0, 36 months,NY,84000.0,Not Verified,34549.0,9807.65,MORTGAGE,debt_consolidation,N,395.09,n,1
356,6000.0, 36 months,CA,58000.0,Partially Verified,2748.0,114.0,RENT,credit_card,Y,188.69,n,1
608,7850.0, 36 months,CA,20000.0,Verified,2853.0,314.16,OWN,credit_card,N,314.16,n,0
2090,11325.0, 60 months,PA,27000.0,Partially Verified,2558.0,330.68,RENT,small_business,,330.68,n,0
239,, 36 months,NY,156000.0,Partially Verified,18865.0,451.73,MORTGAGE,credit_card,N,451.73,n,1
1223,12800.0, 36 months,CA,32000.0,Verified,2282.0,456.3,RENT,debt_consolidation,Y,456.3,n,0
1815,35000.0, 36 months,MA,1000.0,Partially Verified,13088.0,32878.28,RENT,credit_card,N,1137.43,n,1
2157,7500.0, 36 months,AK,70000.0,Partially Verified,5131.0,243.74,RENT,credit_card,Y,243.74,n,1
119,16000.0, 36 months,CO,80000.0,Partially Verified,21605.0,430.0,MORTGAGE,debt_consolidation,Y,526.78,,1
2039,26525.0, 60 months,CO,55300.0,Partially Verified,7692.0,836.96,RENT,debt_consolidation,Y,836.96,n,0
2355,, 60 months,FL,80000.0,Not Verified,12900.0,331.95,MORTGAGE,debt_consolidation,N,331.95,n,1
2312,35000.0, 60 months,IL,142688.0,Partially Verified,25196.0,713.71,MORTGAGE,credit_card,N,713.71,n,1
751,5000.0, 36 months,FL,32000.0,Partially Verified,16331.0,2036.1,MORTGAGE,home_improvement,N,164.74,n,1
1931,10000.0, 36 months,TX,267791.0,Partially Verified,8866.0,314.48,RENT,debt_consolidation,N,314.48,n,1
374,8000.0, 36 months,TX,45000.0,Not Verified,2194.0,259.99,,other,Y,259.99,n,1
1477,14000.0, 36 months,MA,47500.0,Not Verified,4012.0,440.27,RENT,debt_consolidation,N,440.27,n,1
2468,35000.0, 36 months,IL,74000.0,Verified,3469.0,1153.17,MORTGAGE,credit_card,N,1153.17,n,1
1067,8500.0, 36 months,OK,95000.0,Verified,3569.0,303.01,MORTGAGE,home_improvement,N,303.01,n,0
1321,20000.0, 36 months,MA,107000.0,Not Verified,28564.0,602.3,MORTGAGE,debt_consolidation,,602.3,n,1
1125,4500.0, 36 months,CA,35000.0,Partially Verified,1464.0,141.52,RENT,credit_card,Y,141.52,n,1
463,35000.0, 60 months,WY,130000.0,Partially Verified,23084.0,752.12,OWN,credit_card,N,752.12,n,1
1527,, 36 months,NM,50000.0,Verified,15049.0,649.96,MORTGAGE,debt_consolidation,Y,649.96,n,1
1736,15550.0, 36 months,MT,82000.0,Partially Verified,19671.0,649.02,MORTGAGE,small_business,,649.02,n,0
1158,25000.0, 60 months,TX,80000.0,Verified,20178.0,50.0,MORTGAGE,debt_consolidation,Y,549.69,n,1
2064,12000.0, 36 months,AR,150000.0,Not Verified,36621.0,395.66,MORTGAGE,debt_consolidation,Y,395.66,n,1
729,10000.0, 36 months,FL,35800.0,Partially Verified,861.0,329.72,MORTGAGE,debt_consolidation,Y,329.72,n,1
410,15000.0, 36 months,TX,40000.0,Partially Verified,10929.0,493.86,MORTGAGE,credit_card,N,493.86,n,1
2057,10000.0, 36 months,PA,43000.0,Not Verified,15002.0,7505.16,MORTGAGE,major_purchase,N,309.87,n,1
1391,10575.0, 36 months,AZ,34500.0,Verified,,169.0,RENT,debt_consolidation,Y,332.56,n,1
2289,8000.0, 36 months,FL,81000.0,Partially Verified,4005.0,4806.1,ANY,medical,N,259.99,n,1
1408,10000.0, 36 months,MN,45000.0,Partially Verified,21053.0,8187.88,MORTGAGE,debt_consolidation,N,329.24,n,1
1224,35000.0, 60 months,FL,115000.0,Verified,21703.0,,OWN,home_improvement,Y,1132.16,n,0
1089,10000.0, 36 months,CA,64000.0,Not Verified,6577.0,3166.61,OWN,debt_consolidation,N,301.15,n,1
2411,21600.0, 36 months,NE,150000.0,Partially Verified,7369.0,669.32,RENT,debt_consolidation,N,669.32,n,1
1693,17000.0, 36 months,IN,,Partially Verified,1285.0,606.02,RENT,debt_consolidation,N,606.02,n,0
1191,31275.0, 36 months,NY,68000.0,Partially Verified,25276.0,50.0,RENT,credit_card,,1206.42,n,0
867,3825.0, 36 months,VA,,Verified,853.0,147.55,RENT,debt_consolidation,Y,147.55,n,0
1296,20000.0, 60 months,TX,55395.26,Verified,9645.0,1149.7,MORTGAGE,other,Y,560.83,n,0
2398,10000.0, 36 months,VA,,Partially Verified,,301.15,RENT,credit_card,N,301.15,n,1
382,24000.0, 60 months,CA,65000.0,Not Verified,25071.0,757.29,OWN,debt_consolidation,Y,757.29,n,0
2077,15000.0, 36 months,TX,82000.0,Not Verified,4422.0,50.0,MORTGAGE,home_improvement,Y,471.71,n,1
1262,23000.0, 60 months,MO,55000.0,Verified,3313.0,571.49,OWN,debt_consolidation,Y,571.49,n,0
1630,8000.0, 36 months,LA,66700.0,Verified,3305.0,263.58,RENT,moving,Y,263.58,n,1
541,27150.0, 60 months,CA,75000.0,Not Verified,2524.0,583.0,OWN,debt_consolidation,Y,674.61,n,0
1502,, 36 months,TX,47000.0,Partially Verified,849.0,2468.18,RENT,debt_consolidation,N,81.25,n,1
1996,1600.0, 36 months,IL,15000.0,Not Verified,745.0,1605.51,RENT,debt_consolidation,N,58.65,n,0
59,6250.0, 36 months,TX,33000.0,Partially Verified,3646.0,2818.77,RENT,debt_consolidation,,195.83,n,1
1320,12000.0, 36 months,FL,33000.0,Not Verified,5488.0,395.66,RENT,debt_consolidation,Y,395.66,n,1
2161,5000.0, 36 months,NY,20000.0,Not Verified,3598.0,50.0,RENT,credit_card,Y,164.62,n,1
1233,21000.0, 36 months,TX,60000.0,Verified,6348.0,660.4,,credit_card,Y,660.4,n,1
188,9650.0, 36 months,MA,50000.0,Partially Verified,2691.0,8361.89,RENT,debt_consolidation,N,318.18,n,1
1869,5000.0, 36 months,OH,96000.0,Verified,,150.0,MORTGAGE,debt_consolidation,N,157.24,n,1
681,17000.0, 60 months,NY,46524.0,Verified,2228.0,511.41,OWN,debt_consolidation,Y,511.41,n,0
1851,9000.0, 36 months,CA,64000.0,Verified,4723.0,329.86,RENT,moving,Y,329.86,n,0
1274,35000.0, 60 months,MI,117000.0,Partially Verified,18191.0,1114.37,MORTGAGE,debt_consolidation,Y,1104.37,n,0
1820,20000.0, 60 months,CA,50000.0,Not Verified,27064.0,496.95,MORTGAGE,debt_consolidation,N,496.95,n,0
316,10000.0, 36 months,NJ,50000.0,Verified,3647.0,135.0,RENT,debt_consolidation,Y,314.48,n,1
1238,7200.0, 36 months,MI,41373.0,Verified,19476.0,237.23,MORTGAGE,debt_consolidation,N,237.23,n,1
1475,14000.0, 36 months,MS,63000.0,Not Verified,12753.0,,MORTGAGE,debt_consolidation,N,440.27,n,1
123,12500.0, 36 months,TN,65000.0,Not Verified,31351.0,6177.2,MORTGAGE,debt_consolidation,N,411.85,n,1
2073,35000.0, 36 months,TX,339764.0,Verified,36182.0,1265.16,MORTGAGE,debt_consolidation,N,1265.16,n,0
874,8350.0, 36 months,FL,20908.0,Verified,10206.0,297.66,MORTGAGE,credit_card,Y,297.66,n,0
660,17300.0, 36 months,NC,45000.0,Verified,11413.0,642.85,MORTGAGE,credit_card,Y,642.85,n,0
531,16000.0, 36 months,CA,99000.0,Not Verified,64816.0,503.16,MORTGAGE,debt_consolidation,N,503.16,n,1
255,11000.0, 36 months,MN,66000.0,Not Verified,18467.0,5761.7,MORTGAGE,debt_consolidation,N,331.27,n,1
1054,10000.0, 36 months,MO,42000.0,Partially Verified,4240.0,371.59,RENT,credit_card,Y,371.59,n,0
662,20000.0, 36 months,CA,107800.0,Verified,25725.0,628.95,MORTGAGE,credit_card,Y,628.95,n,1
2239,11775.0, 36 months,CA,105000.0,Not Verified,63077.0,366.23,ANY,credit_card,Y,366.23,n,1
230,16000.0, 36 months,CA,,Verified,7172.0,578.36,RENT,debt_consolidation,N,578.36,n,0
901,12800.0, 60 months,TX,63000.0,Partially Verified,26855.0,259.48,MORTGAGE,other,N,259.48,n,1
2037,29750.0, 36 months,WI,55000.0,Verified,3369.0,200.0,RENT,debt_consolidation,Y,1060.53,n,0
765,5600.0, 36 months,NY,41432.0,Partially Verified,3471.0,176.11,RENT,debt_consolidation,N,176.11,n,1
2531,20000.0, 60 months,NY,100000.0,Not Verified,28167.0,518.71,,debt_consolidation,Y,518.71,n,0
380,35000.0, 36 months,CA,,Verified,20335.0,1247.68,RENT,debt_consolidation,Y,1247.68,n,0
2061,35000.0, 36 months,NV,91000.0,Verified,5071.0,1350.11,RENT,debt_consolidation,Y,1350.11,n,0
1745,10000.0, 36 months,LA,120000.0,Partially Verified,31087.0,301.15,MORTGAGE,debt_consolidation,N,301.15,n,1
864,14000.0, 60 months,MA,84000.0,Partially Verified,14246.0,347.87,MORTGAGE,credit_card,N,347.87,n,0
1288,, 36 months,SD,35000.0,Partially Verified,2744.0,14.74,RENT,debt_consolidation,N,212.24,n,0
787,12000.0, 36 months,CA,61000.0,Partially Verified,360.0,4157.77,RENT,other,N,395.37,n,1
101,35275.0, 60 months,PA,28000.0,Verified,25195.0,914.86,MORTGAGE,debt_consolidation,,914.86,n,0
1037,5000.0, 36 months,NJ,42000.0,Partially Verified,788.0,164.86,OWN,debt_consolidation,N,164.86,n,1
2261,5000.0, 36 months,IN,85000.0,Partially Verified,19279.0,2321.23,MORTGAGE,small_business,N,154.37,n,1
2211,3125.0, 36 months,CA,60000.0,Verified,36597.0,103.04,MORTGAGE,debt_consolidation,N,103.04,,1
2516,15000.0, 60 months,AZ,90000.0,Not Verified,732.0,397.33,OWN,debt_consolidation,Y,397.33,n,0
877,7225.0, 36 months,MA,30000.0,Partially Verified,7338.0,300.0,RENT,debt_consolidation,Y,289.15,n,0
2167,16000.0, 36 months,NY,73000.0,Verified,19926.0,12300.34,MORTGAGE,debt_consolidation,N,578.36,n,0
675,12000.0, 36 months,CA,100000.0,Verified,2085.0,8107.54,RENT,credit_card,N,377.37,n,1
566,1500.0, 36 months,AL,45000.0,Not Verified,39388.0,1316.66,MORTGAGE,debt_consolidation,N,45.18,n,1
290,18000.0, 36 months,KY,84000.0,Verified,7204.0,773.93,RENT,other,Y,773.93,n,0
1974,5000.0, 36 months,FL,,Partially Verified,2090.0,53.1,RENT,credit_card,Y,180.74,n,0
798,33600.0, 36 months,TX,70000.0,Partially Verified,6445.0,19187.51,MORTGAGE,home_improvement,N,1296.1,n,0
